,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,OU_O05,OU_U05,OU_O15,OU_U15,OU_O25,OU_U25,BTTS_Yes,BTTS_No,season_id,match_id,saison,nom_compétition,pays
40090,2018-04-29 02:00:00,América,Santos Laguna,1,0,H,0,0,D,2.01,3.68,3.92,1.02,0.0,1.21,0.0,1.69,0.0,1.67,2.25,307,291119,2017,Mexico Liga MX,Mexico
102056,2018-04-29 02:06:00,Guadalajara,León,0,2,A,0,1,A,2.4,3.54,3.07,1.02,0.0,1.21,0.0,1.69,0.0,1.65,2.25,307,291120,2017,Mexico Liga MX,Mexico
40092,2018-04-29 17:00:00,Pumas UNAM,Querétaro,1,1,D,1,0,H,1.78,3.92,4.82,0.0,0.0,0.0,0.0,0.0,0.0,1.69,2.15,307,291121,2017,Mexico Liga MX,Mexico
40093,2018-04-29 23:00:00,Veracruz,Cruz Azul,1,2,A,0,1,A,3.34,3.48,2.28,1.04,0.0,1.29,0.0,1.91,0.0,1.8,2.0,307,291122,2017,Mexico Liga MX,Mexico
102085,2018-05-03 00:30:00,Pumas UNAM,América,1,4,A,1,3,A,3.43,3.5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,382038,2017,Mexico Liga MX,Mexico
102086,2018-05-03 02:30:00,Tijuana,Monterrey,1,1,D,0,1,A,2.65,3.3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,382039,2017,Mexico Liga MX,Mexico
102079,2018-05-04 00:30:00,Tigres UANL,Santos Laguna,2,0,H,1,0,H,1.9,3.58,4.18,1.05,0.0,1.33,0.0,2.0,0.0,2.0,1.83,307,382032,2017,Mexico Liga MX,Mexico
40115,2018-05-04 02:30:00,Morelia,Toluca,2,2,D,0,1,A,3.23,3.43,2.35,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.87,307,382033,2017,Mexico Liga MX,Mexico
40116,2018-05-06 00:00:00,América,Pumas UNAM,2,1,H,1,1,D,1.88,3.87,4.24,1.02,0.0,1.2,0.0,1.65,0.0,1.69,2.2,307,382034,2017,Mexico Liga MX,Mexico
102082,2018-05-06 02:00:00,Monterrey,Tijuana,1,2,A,0,2,A,1.72,3.85,5.4,1.05,0.0,1.32,0.0,2.0,0.0,2.0,1.83,307,382035,2017,Mexico Liga MX,Mexico
40118,2018-05-06 17:00:00,Toluca,Morelia,2,2,D,1,0,H,1.75,3.97,4.91,1.03,0.0,1.24,0.0,1.77,0.0,1.83,2.0,307,382036,2017,Mexico Liga MX,Mexico
40119,2018-05-06 23:00:00,Santos Laguna,Tigres UANL,2,0,H,1,0,H,2.51,3.45,2.96,1.03,0.0,1.25,0.0,1.8,0.0,1.71,2.1,307,382037,2017,Mexico Liga MX,Mexico
102087,2018-05-11 00:30:00,Santos Laguna,América,4,1,H,2,1,H,2.41,3.38,3.11,1.05,0.0,1.32,0.0,2.0,0.0,1.83,1.95,307,389761,2017,Mexico Liga MX,Mexico
102088,2018-05-11 02:30:00,Tijuana,Toluca,2,1,H,1,0,H,2.42,3.24,3.21,1.07,0.0,1.41,0.0,2.25,0.0,2.05,1.8,307,389762,2017,Mexico Liga MX,Mexico
40124,2018-05-13 17:00:00,Toluca,Tijuana,4,1,H,2,0,H,1.9,3.61,4.33,1.05,0.0,1.32,0.0,2.0,0.0,2.0,1.83,307,389763,2017,Mexico Liga MX,Mexico
102090,2018-05-14 00:00:00,América,Santos Laguna,2,2,D,2,1,H,1.76,4.07,4.53,1.01,0.0,1.17,0.0,1.56,0.0,1.69,2.2,307,389764,2017,Mexico Liga MX,Mexico
102091,2018-05-18 01:00:00,Santos Laguna,Toluca,2,1,H,0,0,D,2.3,3.42,3.27,1.04,0.0,1.29,0.0,1.91,0.0,1.77,2.05,307,399090,2017,Mexico Liga MX,Mexico
40127,2018-05-21 00:00:00,Toluca,Santos Laguna,1,1,D,0,1,A,1.98,3.68,3.89,1.02,0.0,1.21,0.0,1.69,0.0,1.67,2.2,307,399091,2017,Mexico Liga MX,Mexico
101425,2018-07-21 00:00:00,Veracruz,Pumas UNAM,0,2,A,0,2,A,2.7,3.15,2.55,1.06,9.3,1.38,3.08,2.2,1.71,2.0,1.83,1582,440024,2018,Mexico Liga MX,Mexico
101426,2018-07-21 02:00:00,Atlas,Querétaro,0,0,D,0,0,D,2.34,3.18,3.35,1.09,7.7,1.49,2.79,2.5,1.59,2.2,1.69,1582,440025,2018,Mexico Liga MX,Mexico
39462,2018-07-21 22:00:00,Cruz Azul,Puebla,3,0,H,0,0,D,1.76,3.63,5.03,1.05,11.0,1.32,3.26,2.0,1.8,2.05,1.8,1582,440026,2018,Mexico Liga MX,Mexico
39463,2018-07-22 00:00:00,Pachuca,Monterrey,0,1,A,0,0,D,2.9,3.3,2.35,1.04,10.25,1.3,3.4,1.95,1.83,1.77,2.05,1582,440027,2018,Mexico Liga MX,Mexico
101429,2018-07-22 02:00:00,Tigres UANL,León,2,0,H,1,0,H,1.58,4.19,5.87,1.03,11.3,1.24,4.15,1.77,2.0,1.91,1.91,1582,440028,2018,Mexico Liga MX,Mexico
101430,2018-07-22 02:00:00,Tijuana,Guadalajara,2,1,H,0,0,D,2.07,3.33,3.88,1.04,8.4,1.4,2.91,2.39,1.65,1.91,1.8,1582,440029,2018,Mexico Liga MX,Mexico
39466,2018-07-22 17:00:00,Toluca,Morelia,2,0,H,0,0,D,1.7,3.96,5.21,1.03,11.6,1.25,3.98,1.8,2.07,1.95,1.87,1582,440030,2018,Mexico Liga MX,Mexico
101432,2018-07-22 23:00:00,Santos Laguna,Lobos BUAP,2,1,H,0,1,A,1.73,3.99,4.89,1.02,16.0,1.21,4.5,1.69,2.29,1.69,2.15,1582,440031,2018,Mexico Liga MX,Mexico
101433,2018-07-23 01:00:00,Necaxa,América,2,1,H,1,0,H,2.7,3.0,2.7,1.08,8.0,1.47,2.83,2.4,1.59,2.1,1.71,1582,440032,2018,Mexico Liga MX,Mexico
101434,2018-07-28 00:00:00,Morelia,Santos Laguna,3,1,H,0,0,D,2.75,3.15,2.5,1.04,11.75,1.28,3.62,1.87,1.93,1.77,2.05,1582,440033,2018,Mexico Liga MX,Mexico
39470,2018-07-28 02:00:00,Puebla,Toluca,2,1,H,2,1,H,3.49,3.33,2.21,1.05,11.0,1.32,3.55,2.0,1.76,1.91,1.91,1582,440034,2018,Mexico Liga MX,Mexico
39471,2018-07-28 22:00:00,Querétaro,Pachuca,1,0,H,0,0,D,2.91,3.19,2.61,1.06,9.3,1.37,3.15,2.15,1.73,1.95,1.87,1582,440035,2018,Mexico Liga MX,Mexico
39472,2018-07-29 00:00:00,América,Atlas,3,0,H,2,0,H,1.59,3.75,5.65,1.05,11.0,1.32,3.32,2.0,1.83,2.1,1.74,1582,440036,2018,Mexico Liga MX,Mexico
39473,2018-07-29 02:06:00,Guadalajara,Cruz Azul,0,1,A,0,0,D,2.7,3.2,2.8,1.06,8.9,1.39,3.0,2.2,1.68,2.0,1.8,1582,440037,2018,Mexico Liga MX,Mexico
39474,2018-07-29 17:00:00,Pumas UNAM,Necaxa,5,3,H,1,1,D,2.45,3.29,3.05,1.06,8.1,1.38,3.08,2.15,1.64,2.0,1.83,1582,440038,2018,Mexico Liga MX,Mexico
101440,2018-07-29 21:00:00,Lobos BUAP,Veracruz,2,0,H,1,0,H,1.97,3.59,3.95,1.03,10.5,1.26,3.4,1.83,1.83,1.83,2.0,1582,440039,2018,Mexico Liga MX,Mexico
101441,2018-07-29 23:00:00,Tigres UANL,Tijuana,1,0,H,0,0,D,1.62,3.6,5.5,1.06,10.5,1.39,3.32,2.2,1.81,2.25,1.62,1582,440040,2018,Mexico Liga MX,Mexico
101442,2018-07-30 01:00:00,León,Monterrey,0,2,A,0,0,D,3.0,3.3,2.3,1.03,10.5,1.24,3.9,1.77,1.95,1.69,2.2,1582,440041,2018,Mexico Liga MX,Mexico
39478,2018-08-04 00:00:00,Veracruz,Morelia,2,2,D,1,1,D,2.95,3.25,2.35,1.05,0.0,1.32,0.0,2.0,0.0,1.83,1.95,1582,440042,2018,Mexico Liga MX,Mexico
39479,2018-08-04 02:00:00,Atlas,Pumas UNAM,0,3,A,0,2,A,2.52,3.31,2.93,1.04,0.0,1.28,0.0,1.87,0.0,1.77,2.05,1582,440043,2018,Mexico Liga MX,Mexico
39480,2018-08-04 22:00:00,Necaxa,Lobos BUAP,1,0,H,0,0,D,1.74,3.84,4.91,1.03,0.0,1.25,0.0,1.8,0.0,1.83,2.0,1582,440044,2018,Mexico Liga MX,Mexico
39481,2018-08-05 00:00:00,Pachuca,América,1,3,A,0,1,A,2.75,3.15,2.55,1.05,9.9,1.32,3.2,2.0,1.8,1.87,1.95,1582,440045,2018,Mexico Liga MX,Mexico
39482,2018-08-05 02:00:00,Cruz Azul,Tigres UANL,1,0,H,0,0,D,2.64,3.08,2.97,1.08,7.9,1.47,2.71,2.4,1.54,2.2,1.69,1582,440046,2018,Mexico Liga MX,Mexico
39483,2018-08-05 02:06:00,Monterrey,Querétaro,2,1,H,1,1,D,1.49,4.11,7.95,1.03,0.0,1.24,0.0,1.77,0.0,2.05,1.77,1582,440047,2018,Mexico Liga MX,Mexico
101449,2018-08-05 17:00:00,Toluca,Guadalajara,2,2,D,1,1,D,1.77,3.68,4.9,1.03,0.0,1.26,0.0,1.83,0.0,1.83,2.0,1582,440048,2018,Mexico Liga MX,Mexico
39485,2018-08-05 23:00:00,Santos Laguna,Puebla,2,0,H,1,0,H,1.81,3.76,4.49,1.02,0.0,1.22,0.0,1.71,0.0,1.74,2.1,1582,440049,2018,Mexico Liga MX,Mexico
39486,2018-08-06 01:06:00,Tijuana,León,1,1,D,0,0,D,1.91,3.5,3.8,1.03,0.0,1.26,0.0,1.83,0.0,1.8,2.05,1582,440050,2018,Mexico Liga MX,Mexico
101452,2018-08-11 00:00:00,Puebla,Veracruz,1,2,A,0,0,D,1.74,3.45,4.65,1.06,0.0,1.36,0.0,2.1,0.0,2.1,1.74,1582,440051,2018,Mexico Liga MX,Mexico
39488,2018-08-11 02:00:00,Morelia,Necaxa,2,1,H,1,0,H,2.35,3.25,2.9,1.04,0.0,1.28,0.0,1.87,0.0,1.77,2.05,1582,440052,2018,Mexico Liga MX,Mexico
39489,2018-08-11 22:00:00,Lobos BUAP,Atlas,0,0,D,0,0,D,2.3,3.2,3.05,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,1582,440053,2018,Mexico Liga MX,Mexico
39490,2018-08-12 00:00:00,León,Querétaro,4,0,H,2,0,H,1.95,3.35,3.8,1.04,0.0,1.29,0.0,1.95,0.0,1.87,1.95,1582,440054,2018,Mexico Liga MX,Mexico
39491,2018-08-12 00:00:00,Tigres UANL,Toluca,1,2,A,1,0,H,1.59,3.8,5.55,1.05,8.0,1.32,2.8,2.0,1.67,2.1,1.74,1582,440055,2018,Mexico Liga MX,Mexico
39492,2018-08-12 02:00:00,América,Monterrey,3,0,H,1,0,H,2.3,3.15,3.1,1.06,0.0,1.38,0.0,2.15,0.0,2.0,1.83,1582,440056,2018,Mexico Liga MX,Mexico
39493,2018-08-12 21:00:00,Pumas UNAM,Pachuca,0,0,D,0,0,D,2.35,3.3,2.85,1.03,0.0,1.24,0.0,1.77,0.0,1.69,2.15,1582,440057,2018,Mexico Liga MX,Mexico
101459,2018-08-12 23:00:00,Guadalajara,Santos Laguna,1,2,A,1,1,D,2.15,3.35,3.25,1.04,0.0,1.3,0.0,1.95,0.0,1.87,1.91,1582,440058,2018,Mexico Liga MX,Mexico
101460,2018-08-13 01:06:00,Tijuana,Cruz Azul,1,1,D,0,0,D,2.35,3.0,3.15,1.08,0.0,1.45,0.0,2.4,0.0,2.1,1.74,1582,440059,2018,Mexico Liga MX,Mexico
39496,2018-08-18 00:00:00,Veracruz,Guadalajara,0,2,A,0,2,A,3.1,3.15,2.3,1.06,0.0,1.36,0.0,2.1,0.0,1.95,1.87,1582,440060,2018,Mexico Liga MX,Mexico
101462,2018-08-18 02:00:00,Atlas,Morelia,0,1,A,0,1,A,2.1,3.35,3.3,1.04,0.0,1.29,0.0,1.95,0.0,1.83,2.0,1582,440061,2018,Mexico Liga MX,Mexico
39498,2018-08-18 22:00:00,Cruz Azul,León,3,0,H,2,0,H,1.77,3.5,4.5,1.04,0.0,1.27,0.0,1.87,0.0,1.83,1.95,1582,440062,2018,Mexico Liga MX,Mexico
101464,2018-08-19 00:00:00,Pachuca,Lobos BUAP,3,0,H,0,0,D,1.69,3.7,4.65,1.03,12.0,1.25,3.7,1.8,1.95,1.83,2.0,1582,440063,2018,Mexico Liga MX,Mexico
39501,2018-08-19 02:00:00,Querétaro,América,1,1,D,0,1,A,3.95,3.5,1.87,1.03,0.0,1.26,0.0,1.83,0.0,1.83,2.0,1582,440065,2018,Mexico Liga MX,Mexico
39500,2018-08-19 02:00:00,Necaxa,Puebla,2,2,D,0,1,A,1.83,3.5,4.2,1.04,0.0,1.29,0.0,1.91,0.0,1.87,1.95,1582,440064,2018,Mexico Liga MX,Mexico
39502,2018-08-19 02:06:00,Monterrey,Pumas UNAM,1,0,H,1,0,H,1.51,4.2,5.75,1.02,13.0,1.2,4.3,1.67,2.2,1.83,2.0,1582,440066,2018,Mexico Liga MX,Mexico
101468,2018-08-19 17:00:00,Toluca,Tijuana,3,0,H,2,0,H,2.3,3.3,2.7,1.02,0.0,1.23,0.0,1.77,0.0,1.69,2.1,1582,440067,2018,Mexico Liga MX,Mexico
39504,2018-08-19 23:00:00,Santos Laguna,Tigres UANL,3,1,H,1,0,H,2.7,3.15,2.6,1.06,10.25,1.36,3.2,2.1,1.77,1.91,1.91,1582,440068,2018,Mexico Liga MX,Mexico
39505,2018-08-22 00:00:00,Morelia,Pachuca,1,1,D,1,0,H,2.7,3.3,2.5,1.03,11.0,1.25,4.2,1.8,1.97,1.71,2.15,1582,440069,2018,Mexico Liga MX,Mexico
39508,2018-08-22 00:00:00,Pumas UNAM,Querétaro,0,1,A,0,1,A,1.87,3.5,3.9,1.03,11.5,1.26,3.7,1.83,1.89,1.8,2.05,1582,440072,2018,Mexico Liga MX,Mexico
39507,2018-08-22 02:00:00,Guadalajara,Necaxa,1,0,H,1,0,H,2.2,3.2,3.15,1.04,10.75,1.3,3.4,1.95,1.83,1.83,2.0,1582,440071,2018,Mexico Liga MX,Mexico
101471,2018-08-22 02:00:00,Puebla,Atlas,2,0,H,1,0,H,2.3,3.1,3.15,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.91,1582,440070,2018,Mexico Liga MX,Mexico
39510,2018-08-23 00:00:00,León,América,2,0,H,1,0,H,2.9,3.4,2.3,1.03,0.0,1.25,0.0,1.8,0.0,1.71,2.15,1582,440074,2018,Mexico Liga MX,Mexico
39509,2018-08-23 00:00:00,Cruz Azul,Toluca,1,0,H,1,0,H,2.0,3.15,3.85,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.91,1582,440073,2018,Mexico Liga MX,Mexico
101476,2018-08-23 02:00:00,Tigres UANL,Veracruz,4,0,H,1,0,H,1.29,4.9,10.25,1.04,12.0,1.28,3.58,1.87,1.93,2.45,1.56,1582,440075,2018,Mexico Liga MX,Mexico
101477,2018-08-23 02:00:00,Lobos BUAP,Monterrey,1,2,A,0,1,A,4.05,3.4,1.87,1.04,0.0,1.29,0.0,1.95,0.0,1.91,1.91,1582,440076,2018,Mexico Liga MX,Mexico
101478,2018-08-23 02:06:00,Tijuana,Santos Laguna,2,2,D,0,0,D,2.1,3.25,3.45,1.05,9.7,1.34,3.15,2.05,1.75,1.95,1.87,1582,440077,2018,Mexico Liga MX,Mexico
101479,2018-08-25 02:00:00,Atlas,Guadalajara,0,1,A,0,0,D,2.75,3.05,2.6,1.07,0.0,1.43,0.0,2.35,0.0,2.05,1.77,1582,440078,2018,Mexico Liga MX,Mexico
101480,2018-08-25 22:00:00,Pachuca,Puebla,2,0,H,0,0,D,1.77,3.55,4.5,1.03,0.0,1.26,0.0,1.83,0.0,1.83,2.0,1582,440079,2018,Mexico Liga MX,Mexico
39516,2018-08-26 00:00:00,América,Pumas UNAM,2,2,D,1,1,D,1.62,3.75,5.1,1.03,0.0,1.25,0.0,1.8,0.0,1.87,1.95,1582,440080,2018,Mexico Liga MX,Mexico
39522,2018-08-26 01:30:00,Veracruz,Tijuana,1,0,H,1,0,H,3.1,3.2,2.25,1.06,10.0,1.37,3.25,2.15,1.66,1.95,1.87,1582,440086,2018,Mexico Liga MX,Mexico
101482,2018-08-26 02:00:00,Necaxa,Tigres UANL,1,1,D,0,0,D,3.1,3.15,2.3,1.06,9.0,1.38,3.1,2.2,1.65,2.0,1.83,1582,440081,2018,Mexico Liga MX,Mexico
101483,2018-08-26 02:06:00,Monterrey,Morelia,2,2,D,2,1,H,1.45,4.0,6.95,1.02,0.0,1.23,0.0,1.74,0.0,1.91,1.87,1582,440082,2018,Mexico Liga MX,Mexico
39519,2018-08-26 17:00:00,Querétaro,Lobos BUAP,2,0,H,1,0,H,2.05,3.35,3.45,1.04,0.0,1.29,0.0,1.91,0.0,1.83,2.0,1582,440083,2018,Mexico Liga MX,Mexico
101485,2018-08-26 21:00:00,Toluca,León,1,2,A,1,2,A,2.0,3.45,3.5,1.03,0.0,1.24,0.0,1.77,0.0,1.71,2.15,1582,440084,2018,Mexico Liga MX,Mexico
39521,2018-08-26 23:00:00,Santos Laguna,Cruz Azul,1,1,D,0,0,D,2.45,3.15,2.8,1.04,0.0,1.29,0.0,1.95,0.0,1.8,2.0,1582,440085,2018,Mexico Liga MX,Mexico
101488,2018-09-01 00:00:00,Morelia,Querétaro,1,4,A,0,1,A,2.15,3.2,3.35,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.91,1582,440087,2018,Mexico Liga MX,Mexico
101489,2018-09-01 02:00:00,Puebla,Monterrey,2,1,H,0,1,A,3.6,3.35,2.0,1.04,0.0,1.28,0.0,1.87,0.0,1.8,2.0,1582,440088,2018,Mexico Liga MX,Mexico
39525,2018-09-01 02:06:00,Tijuana,Necaxa,1,0,H,0,0,D,1.95,3.35,3.75,1.04,0.0,1.28,0.0,1.87,0.0,1.8,2.0,1582,440089,2018,Mexico Liga MX,Mexico
101491,2018-09-01 22:00:00,Cruz Azul,Veracruz,4,1,H,1,0,H,1.38,4.35,8.0,1.04,0.0,1.28,0.0,1.91,0.0,2.2,1.67,1582,440090,2018,Mexico Liga MX,Mexico
39527,2018-09-02 00:00:00,León,Pumas UNAM,1,2,A,1,1,D,1.74,3.65,4.35,1.02,0.0,1.19,0.0,1.62,0.0,1.67,2.2,1582,440091,2018,Mexico Liga MX,Mexico
101493,2018-09-02 00:00:00,Tigres UANL,Atlas,3,1,H,0,1,A,1.48,3.9,6.95,1.05,10.0,1.33,4.1,2.05,2.13,2.25,1.67,1582,440092,2018,Mexico Liga MX,Mexico
39529,2018-09-02 02:00:00,Guadalajara,Pachuca,1,3,A,1,2,A,2.45,3.15,2.85,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,1582,440093,2018,Mexico Liga MX,Mexico
101495,2018-09-02 17:00:00,Toluca,Santos Laguna,2,1,H,1,1,D,2.05,3.4,3.4,1.03,0.0,1.25,0.0,1.8,0.0,1.74,2.1,1582,440094,2018,Mexico Liga MX,Mexico
39531,2018-09-02 21:00:00,Lobos BUAP,América,0,2,A,0,1,A,3.75,3.5,1.91,1.03,0.0,1.24,0.0,1.77,0.0,1.74,2.1,1582,440095,2018,Mexico Liga MX,Mexico
101497,2018-09-15 02:00:00,Veracruz,Toluca,2,3,A,0,2,A,3.85,3.3,1.95,1.05,10.25,1.34,3.26,2.05,1.8,1.95,1.83,1582,440096,2018,Mexico Liga MX,Mexico
39534,2018-09-15 22:00:00,Querétaro,Puebla,0,1,A,0,0,D,2.15,3.15,3.35,1.05,9.7,1.33,3.32,2.0,1.8,1.91,1.91,1582,440098,2018,Mexico Liga MX,Mexico
39535,2018-09-16 00:00:00,Pachuca,Tigres UANL,1,1,D,1,0,H,2.7,3.1,2.65,1.05,9.4,1.35,3.1,2.1,1.74,1.91,1.91,1582,440099,2018,Mexico Liga MX,Mexico
39536,2018-09-16 00:00:00,América,Morelia,2,1,H,1,0,H,1.53,4.25,5.45,1.02,0.0,1.19,0.0,1.62,0.0,1.77,2.05,1582,440100,2018,Mexico Liga MX,Mexico
39538,2018-09-16 01:45:00,Necaxa,Cruz Azul,2,0,H,1,0,H,2.85,3.1,2.5,1.06,0.0,1.36,0.0,2.1,0.0,1.95,1.87,1582,440102,2018,Mexico Liga MX,Mexico
101502,2018-09-16 02:06:00,Monterrey,Guadalajara,2,4,A,0,1,A,1.59,3.9,5.4,1.04,0.0,1.3,0.0,1.95,0.0,2.05,1.77,1582,440101,2018,Mexico Liga MX,Mexico
39539,2018-09-16 17:00:00,Pumas UNAM,Lobos BUAP,4,2,H,1,0,H,1.71,3.65,4.65,1.02,8.0,1.21,4.45,1.69,2.22,1.71,2.1,1582,440103,2018,Mexico Liga MX,Mexico
39533,2018-09-16 21:00:00,Santos Laguna,León,3,0,H,1,0,H,2.05,3.45,3.35,1.02,0.0,1.19,0.0,1.65,0.0,1.61,2.3,1582,440097,2018,Mexico Liga MX,Mexico
39540,2018-09-16 23:00:00,Atlas,Tijuana,0,1,A,0,0,D,2.45,3.1,2.9,1.06,8.4,1.39,3.0,2.2,1.67,2.0,1.8,1582,440104,2018,Mexico Liga MX,Mexico
39541,2018-09-22 00:00:00,Morelia,Pumas UNAM,0,0,D,0,0,D,2.5,3.35,2.6,1.02,12.0,1.19,4.3,1.65,2.15,1.47,2.6,1582,440105,2018,Mexico Liga MX,Mexico
39542,2018-09-22 02:00:00,Puebla,América,2,3,A,1,2,A,3.8,3.35,1.95,1.05,9.0,1.32,3.2,2.0,1.74,1.91,1.91,1582,440106,2018,Mexico Liga MX,Mexico
101508,2018-09-22 22:00:00,Toluca,Necaxa,3,2,H,0,1,A,1.95,3.5,3.7,1.03,10.75,1.24,3.8,1.77,2.0,1.74,2.1,1582,440107,2018,Mexico Liga MX,Mexico
101514,2018-09-23 00:00:00,León,Lobos BUAP,0,1,A,0,0,D,1.54,4.05,5.65,1.01,13.75,1.15,4.9,1.53,2.4,1.65,2.25,1582,440113,2018,Mexico Liga MX,Mexico
101510,2018-09-23 02:00:00,Cruz Azul,Atlas,2,0,H,1,0,H,1.49,4.05,6.35,1.04,9.25,1.3,3.3,1.95,1.77,2.15,1.69,1582,440109,2018,Mexico Liga MX,Mexico
101511,2018-09-23 02:06:00,Tijuana,Pachuca,1,0,H,0,0,D,2.15,3.25,3.25,1.04,9.25,1.3,3.3,1.95,1.77,1.83,1.95,1582,440110,2018,Mexico Liga MX,Mexico
101512,2018-09-23 21:00:00,Guadalajara,Querétaro,1,1,D,0,0,D,2.2,3.0,3.35,1.05,8.25,1.35,3.0,2.1,1.69,1.91,1.87,1582,440111,2018,Mexico Liga MX,Mexico
39548,2018-09-23 23:00:00,Santos Laguna,Veracruz,1,1,D,0,0,D,1.39,4.45,7.25,1.02,11.0,1.23,3.9,1.74,2.0,2.0,1.83,1582,440112,2018,Mexico Liga MX,Mexico
39544,2018-09-24 01:00:00,Tigres UANL,Monterrey,0,0,D,0,0,D,2.0,3.25,3.7,1.06,8.25,1.36,3.0,2.1,1.67,1.95,1.83,1582,440108,2018,Mexico Liga MX,Mexico
101515,2018-09-29 00:00:00,Veracruz,León,0,4,A,0,1,A,3.25,3.25,2.15,1.04,9.25,1.3,3.3,1.95,1.77,1.83,2.0,1582,440114,2018,Mexico Liga MX,Mexico
101516,2018-09-29 02:00:00,Atlas,Toluca,2,0,H,1,0,H,3.05,3.35,2.2,1.04,9.5,1.29,3.35,1.91,1.83,1.8,2.0,1582,440115,2018,Mexico Liga MX,Mexico
39552,2018-09-29 22:00:00,Querétaro,Tigres UANL,0,2,A,0,0,D,3.65,3.2,2.05,1.07,7.25,1.43,2.65,2.35,1.54,2.15,1.71,1582,440116,2018,Mexico Liga MX,Mexico
39553,2018-09-30 00:00:00,Pachuca,Cruz Azul,3,1,H,3,1,H,2.45,3.05,2.9,1.06,8.25,1.36,3.0,2.1,1.67,1.95,1.87,1582,440117,2018,Mexico Liga MX,Mexico
101519,2018-09-30 02:00:00,Necaxa,Santos Laguna,0,1,A,0,1,A,2.3,3.2,3.05,1.03,10.5,1.25,3.7,1.8,1.95,1.71,2.15,1582,440118,2018,Mexico Liga MX,Mexico
101520,2018-09-30 02:06:00,Monterrey,Tijuana,3,0,H,1,0,H,1.74,3.6,4.6,1.04,9.75,1.27,3.5,1.87,1.87,1.87,1.95,1582,440119,2018,Mexico Liga MX,Mexico
39556,2018-09-30 17:00:00,Pumas UNAM,Puebla,2,2,D,2,0,H,1.83,3.5,4.1,1.03,10.0,1.26,3.6,1.83,1.91,1.8,2.0,1582,440120,2018,Mexico Liga MX,Mexico
39557,2018-09-30 21:00:00,Lobos BUAP,Morelia,3,1,H,1,0,H,2.55,3.2,2.7,1.03,10.5,1.25,3.7,1.8,1.95,1.71,2.15,1582,440121,2018,Mexico Liga MX,Mexico
39558,2018-09-30 23:00:00,América,Guadalajara,1,1,D,0,0,D,1.69,3.55,4.95,1.04,9.25,1.29,3.35,1.95,1.8,1.95,1.87,1582,440122,2018,Mexico Liga MX,Mexico
39559,2018-10-06 00:00:00,Santos Laguna,Atlas,3,1,H,1,0,H,1.57,3.9,5.5,1.03,10.25,1.25,3.65,1.8,1.91,1.91,1.87,1582,440123,2018,Mexico Liga MX,Mexico
39560,2018-10-06 02:10:00,Veracruz,Necaxa,0,0,D,0,0,D,2.6,3.35,2.5,1.05,8.75,1.32,3.15,2.0,1.74,1.87,1.95,1582,440124,2018,Mexico Liga MX,Mexico
39561,2018-10-06 22:00:00,Cruz Azul,Monterrey,2,1,H,1,1,D,2.15,3.25,3.3,1.06,8.25,1.36,2.95,2.1,1.67,1.95,1.87,1582,440125,2018,Mexico Liga MX,Mexico
101527,2018-10-07 00:00:00,León,Morelia,1,2,A,0,0,D,1.83,3.55,4.0,1.03,10.25,1.25,3.65,1.8,1.91,1.77,2.05,1582,440126,2018,Mexico Liga MX,Mexico
101528,2018-10-07 00:00:00,Tigres UANL,América,2,3,A,1,1,D,2.15,3.3,3.3,1.05,8.75,1.33,3.15,2.0,1.71,1.91,1.91,1582,440127,2018,Mexico Liga MX,Mexico
101530,2018-10-07 02:06:00,Guadalajara,Pumas UNAM,1,2,A,1,1,D,2.25,3.3,3.05,1.04,9.75,1.28,3.45,1.87,1.87,1.77,2.05,1582,440129,2018,Mexico Liga MX,Mexico
39564,2018-10-07 02:36:00,Tijuana,Querétaro,1,1,D,1,0,H,1.95,3.3,3.85,1.04,9.25,1.3,3.3,1.95,1.77,1.87,1.95,1582,440128,2018,Mexico Liga MX,Mexico
39566,2018-10-07 17:00:00,Toluca,Pachuca,2,1,H,1,1,D,2.1,3.25,3.25,1.04,9.0,1.3,3.2,1.95,1.74,1.87,1.91,1582,440130,2018,Mexico Liga MX,Mexico
39567,2018-10-07 23:00:00,Puebla,Lobos BUAP,2,2,D,0,1,A,2.1,3.2,3.25,1.05,8.5,1.33,3.05,2.05,1.69,1.91,1.87,1582,440131,2018,Mexico Liga MX,Mexico
101533,2018-10-20 02:00:00,Atlas,Veracruz,4,3,H,2,2,D,1.74,3.5,4.7,1.05,8.5,1.34,3.05,2.05,1.69,2.05,1.77,1582,440132,2018,Mexico Liga MX,Mexico
101534,2018-10-20 22:00:00,Querétaro,Cruz Azul,2,0,H,0,0,D,3.25,3.15,2.2,1.06,8.0,1.38,2.9,2.15,1.62,2.0,1.83,1582,440133,2018,Mexico Liga MX,Mexico
