,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,OU_O05,OU_U05,OU_O15,OU_U15,OU_O25,OU_U25,BTTS_Yes,BTTS_No,season_id,match_id,saison,nom_compétition,pays
101927,2018-01-20 23:00:00,Cruz Azul,León,0,0,D,0,0,D,2.15,3.6,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290991,2017,Mexico Liga MX,Mexico
101926,2018-01-20 23:00:00,Querétaro,Tigres UANL,0,0,D,0,0,D,3.81,3.41,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290990,2017,Mexico Liga MX,Mexico
39963,2018-01-21 01:00:00,Monterrey,Tijuana,0,0,D,0,0,D,1.56,4.32,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290992,2017,Mexico Liga MX,Mexico
101929,2018-01-21 01:06:00,Pachuca,Lobos BUAP,3,1,H,3,0,H,1.78,4.11,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290993,2017,Mexico Liga MX,Mexico
101930,2018-01-21 03:00:00,Necaxa,Guadalajara,1,3,A,1,1,D,2.96,3.17,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290994,2017,Mexico Liga MX,Mexico
101931,2018-01-21 18:00:00,Pumas UNAM,América,0,0,D,0,0,D,2.78,3.45,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290995,2017,Mexico Liga MX,Mexico
39967,2018-01-22 00:00:00,Santos Laguna,Morelia,1,0,H,0,0,D,1.94,3.82,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290996,2017,Mexico Liga MX,Mexico
101933,2018-01-27 01:00:00,Morelia,Querétaro,1,0,H,0,0,D,2.3,3.41,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290997,2017,Mexico Liga MX,Mexico
39969,2018-01-27 03:00:00,Tijuana,Puebla,2,0,H,1,0,H,2.16,3.28,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290998,2017,Mexico Liga MX,Mexico
101935,2018-01-27 23:00:00,Lobos BUAP,Pumas UNAM,1,1,D,1,0,H,2.54,3.56,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,290999,2017,Mexico Liga MX,Mexico
101936,2018-01-28 01:00:00,Tigres UANL,Pachuca,3,2,H,2,0,H,1.92,3.62,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291000,2017,Mexico Liga MX,Mexico
101937,2018-01-28 01:06:00,León,Necaxa,0,4,A,0,1,A,1.81,3.83,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291001,2017,Mexico Liga MX,Mexico
101938,2018-01-28 03:00:00,América,Atlas,1,0,H,1,0,H,1.79,3.69,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291002,2017,Mexico Liga MX,Mexico
101939,2018-01-28 03:00:00,Guadalajara,Monterrey,1,2,A,0,1,A,3.03,3.32,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291003,2017,Mexico Liga MX,Mexico
101940,2018-01-28 18:00:00,Toluca,Cruz Azul,1,1,D,1,0,H,2.23,3.4,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291004,2017,Mexico Liga MX,Mexico
101941,2018-01-29 00:00:00,Veracruz,Santos Laguna,1,1,D,1,0,H,3.24,3.46,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291005,2017,Mexico Liga MX,Mexico
39977,2018-02-03 01:00:00,Puebla,Guadalajara,2,0,H,2,0,H,2.71,3.27,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291006,2017,Mexico Liga MX,Mexico
39978,2018-02-03 03:00:00,Atlas,Cruz Azul,2,1,H,1,1,D,3.06,3.31,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291007,2017,Mexico Liga MX,Mexico
39979,2018-02-03 23:00:00,Querétaro,Veracruz,0,1,A,0,1,A,1.92,3.47,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291008,2017,Mexico Liga MX,Mexico
39980,2018-02-04 01:00:00,Monterrey,León,5,1,H,2,0,H,1.71,4.02,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291009,2017,Mexico Liga MX,Mexico
101950,2018-02-04 01:00:00,Santos Laguna,Tijuana,0,0,D,0,0,D,2.11,3.47,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291014,2017,Mexico Liga MX,Mexico
39981,2018-02-04 01:06:00,Pachuca,Morelia,2,3,A,1,1,D,2.02,3.61,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291010,2017,Mexico Liga MX,Mexico
39983,2018-02-04 03:00:00,Necaxa,Toluca,0,0,D,0,0,D,2.7,3.28,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291012,2017,Mexico Liga MX,Mexico
101947,2018-02-04 03:00:00,América,Lobos BUAP,5,1,H,2,0,H,1.88,3.81,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291011,2017,Mexico Liga MX,Mexico
39984,2018-02-04 18:00:00,Pumas UNAM,Tigres UANL,2,0,H,2,0,H,2.2,3.55,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291013,2017,Mexico Liga MX,Mexico
101951,2018-02-10 01:00:00,Morelia,Pumas UNAM,1,2,A,0,1,A,2.2,3.25,3.2,1.04,0.0,1.28,0.0,1.91,0.0,1.8,2.05,307,291015,2017,Mexico Liga MX,Mexico
39987,2018-02-10 03:00:00,Tijuana,Querétaro,0,2,A,0,0,D,1.85,3.53,4.96,1.06,0.0,1.38,0.0,2.2,0.0,2.1,1.71,307,291016,2017,Mexico Liga MX,Mexico
39989,2018-02-10 23:00:00,Cruz Azul,Necaxa,0,2,A,0,1,A,1.78,3.6,5.44,1.06,0.0,1.38,0.0,2.2,0.0,2.1,1.74,307,291018,2017,Mexico Liga MX,Mexico
39988,2018-02-10 23:00:00,Lobos BUAP,Atlas,3,1,H,0,1,A,2.23,3.52,3.41,1.02,0.0,1.19,0.0,1.65,0.0,1.59,2.35,307,291017,2017,Mexico Liga MX,Mexico
101955,2018-02-11 01:00:00,Tigres UANL,América,1,1,D,1,0,H,1.93,3.49,4.55,1.05,0.0,1.34,0.0,2.05,0.0,2.0,1.8,307,291019,2017,Mexico Liga MX,Mexico
39991,2018-02-11 01:06:00,León,Puebla,2,1,H,2,0,H,2.09,3.57,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291020,2017,Mexico Liga MX,Mexico
101957,2018-02-11 03:06:00,Guadalajara,Santos Laguna,0,2,A,0,1,A,2.43,3.41,3.11,1.03,0.0,1.26,0.0,1.83,0.0,1.74,2.1,307,291021,2017,Mexico Liga MX,Mexico
39993,2018-02-11 18:00:00,Toluca,Monterrey,2,1,H,0,0,D,3.35,3.49,2.27,1.04,0.0,1.27,0.0,1.87,0.0,1.77,2.05,307,291022,2017,Mexico Liga MX,Mexico
39994,2018-02-12 00:00:00,Veracruz,Pachuca,0,1,A,0,1,A,3.37,3.44,2.28,1.04,0.0,1.3,0.0,1.95,0.0,1.83,2.0,307,291023,2017,Mexico Liga MX,Mexico
101960,2018-02-14 01:00:00,Atlas,Necaxa,1,1,D,0,0,D,1.78,3.6,5.44,1.05,0.0,1.32,0.0,2.0,0.0,1.83,2.0,307,291024,2017,Mexico Liga MX,Mexico
39996,2018-02-14 02:30:00,Lobos BUAP,Tigres UANL,0,0,D,0,0,D,3.61,3.64,2.11,1.03,0.0,1.23,0.0,1.74,0.0,1.69,2.15,307,291025,2017,Mexico Liga MX,Mexico
39997,2018-02-14 02:45:00,América,Morelia,4,1,H,3,1,H,1.83,3.7,4.78,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.2,307,291026,2017,Mexico Liga MX,Mexico
40001,2018-02-15 01:00:00,Querétaro,Guadalajara,2,2,D,1,0,H,2.9,3.19,2.72,1.07,0.0,1.4,0.0,2.25,0.0,2.0,1.8,307,291030,2017,Mexico Liga MX,Mexico
101963,2018-02-15 01:00:00,Santos Laguna,León,5,1,H,4,1,H,1.92,3.96,3.98,1.01,0.0,1.17,0.0,1.53,0.0,1.56,2.45,307,291027,2017,Mexico Liga MX,Mexico
40003,2018-02-15 02:45:00,Monterrey,Cruz Azul,2,2,D,1,1,D,1.79,3.74,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291032,2017,Mexico Liga MX,Mexico
39999,2018-02-15 03:00:00,Pumas UNAM,Veracruz,1,2,A,1,2,A,1.63,3.93,6.37,1.05,0.0,1.32,0.0,2.0,0.0,2.0,1.83,307,291028,2017,Mexico Liga MX,Mexico
40002,2018-02-15 03:00:00,Puebla,Toluca,2,0,H,2,0,H,2.58,3.24,3.03,1.06,0.0,1.36,0.0,2.1,0.0,1.91,1.91,307,291031,2017,Mexico Liga MX,Mexico
40000,2018-02-15 03:06:00,Pachuca,Tijuana,2,0,H,1,0,H,2.0,3.52,4.15,1.05,0.0,1.32,0.0,2.0,0.0,1.91,1.91,307,291029,2017,Mexico Liga MX,Mexico
40004,2018-02-17 01:00:00,Morelia,Lobos BUAP,2,1,H,0,1,A,2.09,3.61,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291033,2017,Mexico Liga MX,Mexico
40005,2018-02-17 23:00:00,Cruz Azul,Puebla,1,1,D,1,0,H,1.92,3.48,4.63,1.06,0.0,1.38,0.0,2.2,0.0,2.05,1.77,307,291034,2017,Mexico Liga MX,Mexico
101971,2018-02-18 01:00:00,Tigres UANL,Atlas,2,0,H,1,0,H,1.61,4.06,6.37,1.03,0.0,1.26,0.0,1.83,0.0,2.1,1.74,307,291035,2017,Mexico Liga MX,Mexico
40008,2018-02-18 01:06:00,León,Querétaro,1,1,D,0,1,A,2.09,3.68,3.64,1.02,0.0,1.2,0.0,1.67,0.0,1.65,2.25,307,291037,2017,Mexico Liga MX,Mexico
101974,2018-02-18 03:00:00,Necaxa,Monterrey,3,0,H,1,0,H,3.13,3.33,2.47,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.91,307,291038,2017,Mexico Liga MX,Mexico
101972,2018-02-18 03:00:00,Tijuana,Pumas UNAM,4,1,H,2,1,H,2.35,3.4,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291036,2017,Mexico Liga MX,Mexico
40010,2018-02-18 03:06:00,Guadalajara,Pachuca,1,1,D,0,0,D,2.4,3.47,3.13,1.03,0.0,1.24,0.0,1.77,0.0,1.71,2.15,307,291039,2017,Mexico Liga MX,Mexico
101976,2018-02-18 18:00:00,Toluca,Santos Laguna,2,0,H,1,0,H,2.2,3.59,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291040,2017,Mexico Liga MX,Mexico
101977,2018-02-19 00:00:00,Veracruz,América,1,1,D,0,0,D,3.58,3.35,2.23,1.07,0.0,1.42,0.0,2.25,0.0,2.05,1.77,307,291041,2017,Mexico Liga MX,Mexico
40014,2018-02-24 03:00:00,Atlas,Monterrey,0,1,A,0,0,D,3.92,3.47,2.08,1.03,0.0,1.26,0.0,1.83,0.0,1.77,2.05,307,291043,2017,Mexico Liga MX,Mexico
40013,2018-02-24 03:00:00,Puebla,Necaxa,1,1,D,0,0,D,2.4,3.23,3.35,1.06,0.0,1.36,0.0,2.1,0.0,1.95,1.87,307,291042,2017,Mexico Liga MX,Mexico
40015,2018-02-24 23:00:00,Lobos BUAP,Veracruz,5,0,H,1,0,H,2.25,3.66,3.26,1.06,0.0,1.37,0.0,2.15,0.0,2.0,1.83,307,291044,2017,Mexico Liga MX,Mexico
40016,2018-02-24 23:00:00,Querétaro,Toluca,0,2,A,0,1,A,3.12,3.33,2.47,1.04,0.0,1.31,0.0,1.95,0.0,1.83,2.0,307,291045,2017,Mexico Liga MX,Mexico
40017,2018-02-25 01:00:00,Tigres UANL,Morelia,2,1,H,2,0,H,1.62,3.75,5.1,1.04,0.0,1.29,0.0,1.95,0.0,2.05,1.8,307,291046,2017,Mexico Liga MX,Mexico
101983,2018-02-25 01:06:00,Pachuca,León,2,1,H,0,1,A,2.02,4.05,3.53,1.02,0.0,1.22,0.0,1.71,0.0,1.67,2.2,307,291047,2017,Mexico Liga MX,Mexico
101984,2018-02-25 03:00:00,América,Tijuana,0,0,D,0,0,D,1.73,3.84,5.36,1.04,0.0,1.31,0.0,2.0,0.0,2.0,1.8,307,291048,2017,Mexico Liga MX,Mexico
101985,2018-02-25 18:00:00,Pumas UNAM,Guadalajara,1,1,D,1,0,H,2.45,3.2,2.75,1.04,0.0,1.3,0.0,1.95,0.0,1.83,2.0,307,291049,2017,Mexico Liga MX,Mexico
40021,2018-02-26 00:00:00,Santos Laguna,Cruz Azul,2,0,H,0,0,D,2.19,3.45,3.58,1.03,0.0,1.27,0.0,1.87,0.0,1.8,2.0,307,291050,2017,Mexico Liga MX,Mexico
40022,2018-03-03 03:00:00,Morelia,Atlas,2,1,H,2,1,H,2.0,3.56,4.09,1.05,0.0,1.33,0.0,2.05,0.0,1.95,1.87,307,291051,2017,Mexico Liga MX,Mexico
40023,2018-03-03 03:00:00,Tijuana,Lobos BUAP,3,1,H,1,0,H,2.04,3.59,3.88,1.04,0.0,1.27,0.0,1.87,0.0,1.8,2.05,307,291052,2017,Mexico Liga MX,Mexico
40024,2018-03-03 23:00:00,Cruz Azul,Querétaro,0,1,A,0,0,D,1.75,3.65,5.59,1.05,0.0,1.33,0.0,2.05,0.0,1.95,1.87,307,291053,2017,Mexico Liga MX,Mexico
101990,2018-03-04 01:00:00,Monterrey,Puebla,1,3,A,1,2,A,1.67,3.93,5.85,1.03,0.0,1.25,0.0,1.83,0.0,1.83,1.95,307,291054,2017,Mexico Liga MX,Mexico
40026,2018-03-04 01:06:00,León,Pumas UNAM,3,0,H,2,0,H,2.09,3.72,3.59,1.02,0.0,1.21,0.0,1.69,0.0,1.67,2.25,307,291055,2017,Mexico Liga MX,Mexico
40027,2018-03-04 03:00:00,Necaxa,Santos Laguna,1,2,A,1,2,A,2.57,3.26,3.03,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.91,307,291056,2017,Mexico Liga MX,Mexico
40028,2018-03-04 03:06:00,Guadalajara,América,1,1,D,1,1,D,2.57,3.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291057,2017,Mexico Liga MX,Mexico
40029,2018-03-04 18:00:00,Toluca,Pachuca,2,1,H,1,0,H,2.1,3.53,3.76,1.03,0.0,1.25,0.0,1.8,0.0,1.74,2.1,307,291058,2017,Mexico Liga MX,Mexico
40030,2018-03-05 00:00:00,Veracruz,Tigres UANL,0,2,A,0,2,A,3.66,3.31,2.22,1.07,0.0,1.42,0.0,2.25,0.0,2.05,1.8,307,291059,2017,Mexico Liga MX,Mexico
40031,2018-03-10 01:00:00,Morelia,Veracruz,2,0,H,2,0,H,1.91,3.57,4.53,1.05,0.0,1.32,0.0,2.0,0.0,1.95,1.87,307,291060,2017,Mexico Liga MX,Mexico
101997,2018-03-10 03:00:00,Atlas,Puebla,1,0,H,0,0,D,2.59,3.24,3.02,1.07,0.0,1.42,0.0,2.25,0.0,2.05,1.8,307,291061,2017,Mexico Liga MX,Mexico
40035,2018-03-10 23:00:00,Querétaro,Necaxa,1,1,D,0,0,D,2.51,3.29,3.1,1.07,0.0,1.43,0.0,2.3,0.0,2.05,1.77,307,291064,2017,Mexico Liga MX,Mexico
101999,2018-03-10 23:00:00,Lobos BUAP,Guadalajara,0,1,A,0,1,A,2.22,3.56,3.4,1.03,0.0,1.24,0.0,1.77,0.0,1.71,2.15,307,291063,2017,Mexico Liga MX,Mexico
101998,2018-03-10 23:00:00,Cruz Azul,Pachuca,5,0,H,3,0,H,2.52,3.38,3.01,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.91,307,291062,2017,Mexico Liga MX,Mexico
102001,2018-03-11 01:00:00,Tigres UANL,Tijuana,1,0,H,1,0,H,1.67,3.5,5.2,1.05,0.0,1.34,0.0,2.05,0.0,2.1,1.77,307,291065,2017,Mexico Liga MX,Mexico
40037,2018-03-11 03:00:00,América,León,2,0,H,1,0,H,2.03,3.65,3.87,1.02,0.0,1.19,0.0,1.65,0.0,1.69,2.15,307,291066,2017,Mexico Liga MX,Mexico
102003,2018-03-11 18:00:00,Pumas UNAM,Toluca,0,1,A,0,0,D,2.69,3.46,2.74,1.03,0.0,1.27,0.0,1.83,0.0,1.77,2.1,307,291067,2017,Mexico Liga MX,Mexico
102004,2018-03-12 00:00:00,Santos Laguna,Monterrey,3,2,H,2,1,H,2.47,3.54,2.96,1.03,0.0,1.25,0.0,1.8,0.0,1.71,2.1,307,291068,2017,Mexico Liga MX,Mexico
102005,2018-03-17 01:00:00,Puebla,Santos Laguna,0,1,A,0,0,D,2.46,3.43,3.06,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,307,291069,2017,Mexico Liga MX,Mexico
102006,2018-03-17 02:00:00,Tijuana,Morelia,1,1,D,1,1,D,2.06,3.52,3.91,1.05,0.0,1.34,0.0,2.05,0.0,1.95,1.87,307,291070,2017,Mexico Liga MX,Mexico
40042,2018-03-17 23:00:00,Cruz Azul,Pumas UNAM,1,1,D,0,0,D,1.86,3.69,4.61,1.04,0.0,1.29,0.0,1.91,0.0,1.95,1.87,307,291071,2017,Mexico Liga MX,Mexico
102008,2018-03-18 01:00:00,Monterrey,Querétaro,3,1,H,0,1,A,1.53,4.37,7.09,1.03,0.0,1.24,0.0,1.77,0.0,1.95,1.87,307,291072,2017,Mexico Liga MX,Mexico
40048,2018-03-18 01:06:00,León,Lobos BUAP,2,2,D,0,1,A,2.07,3.84,3.55,1.01,0.0,1.15,0.0,1.5,0.0,1.51,2.6,307,291077,2017,Mexico Liga MX,Mexico
102009,2018-03-18 03:00:00,Necaxa,Pachuca,1,1,D,0,1,A,2.36,3.41,3.25,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,307,291073,2017,Mexico Liga MX,Mexico
102010,2018-03-18 03:00:00,América,Toluca,1,2,A,1,1,D,2.13,3.45,3.76,1.05,0.0,1.33,0.0,2.0,0.0,1.91,1.91,307,291074,2017,Mexico Liga MX,Mexico
102011,2018-03-18 03:06:00,Guadalajara,Tigres UANL,0,0,D,0,0,D,2.92,3.23,2.68,1.07,0.0,1.41,0.0,2.25,0.0,2.05,1.8,307,291075,2017,Mexico Liga MX,Mexico
40047,2018-03-19 00:00:00,Veracruz,Atlas,3,1,H,2,1,H,2.54,3.33,3.02,1.07,0.0,1.43,0.0,2.35,0.0,2.05,1.77,307,291076,2017,Mexico Liga MX,Mexico
40049,2018-03-31 01:00:00,Morelia,Guadalajara,1,2,A,0,1,A,2.52,3.29,3.08,1.04,0.0,1.29,0.0,1.95,0.0,1.8,2.0,307,291078,2017,Mexico Liga MX,Mexico
102015,2018-03-31 03:00:00,Atlas,Santos Laguna,3,2,H,2,0,H,3.25,3.27,2.43,1.05,0.0,1.32,0.0,2.0,0.0,1.91,1.91,307,291079,2017,Mexico Liga MX,Mexico
102017,2018-03-31 23:00:00,Querétaro,Puebla,2,1,H,1,1,D,2.6,3.0,2.8,1.08,0.0,1.47,0.0,2.4,0.0,2.1,1.71,307,291081,2017,Mexico Liga MX,Mexico
102016,2018-03-31 23:00:00,Lobos BUAP,Toluca,1,2,A,0,1,A,3.27,3.56,2.28,1.02,0.0,1.2,0.0,1.65,0.0,1.62,2.3,307,291080,2017,Mexico Liga MX,Mexico
102018,2018-04-01 01:00:00,Tigres UANL,León,4,1,H,4,0,H,1.6,4.31,5.93,1.02,0.0,1.21,0.0,1.69,0.0,1.77,2.05,307,291082,2017,Mexico Liga MX,Mexico
40054,2018-04-01 01:06:00,Pachuca,Monterrey,1,2,A,0,1,A,2.81,3.59,2.56,1.03,0.0,1.24,0.0,1.77,0.0,1.69,2.15,307,291083,2017,Mexico Liga MX,Mexico
102020,2018-04-01 03:00:00,América,Cruz Azul,2,1,H,2,1,H,2.17,3.38,3.72,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.87,307,291084,2017,Mexico Liga MX,Mexico
40056,2018-04-01 17:00:00,Pumas UNAM,Necaxa,1,1,D,1,0,H,2.52,3.26,3.1,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,307,291085,2017,Mexico Liga MX,Mexico
102022,2018-04-01 23:30:00,Veracruz,Tijuana,1,0,H,1,0,H,2.67,3.22,2.94,1.06,0.0,1.39,0.0,2.2,0.0,2.0,1.8,307,291086,2017,Mexico Liga MX,Mexico
102023,2018-04-07 00:00:00,Puebla,Pachuca,2,6,A,0,2,A,2.62,3.25,2.98,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,307,291087,2017,Mexico Liga MX,Mexico
40059,2018-04-07 02:00:00,Tijuana,Atlas,2,2,D,2,0,H,1.82,3.62,5.0,1.05,0.0,1.34,0.0,2.05,0.0,2.2,1.69,307,291088,2017,Mexico Liga MX,Mexico
102025,2018-04-07 22:00:00,Cruz Azul,Lobos BUAP,1,0,H,1,0,H,1.86,3.82,4.4,1.03,0.0,1.24,0.0,1.77,0.0,1.77,2.05,307,291089,2017,Mexico Liga MX,Mexico
40061,2018-04-08 00:00:00,Monterrey,Pumas UNAM,2,1,H,2,1,H,1.52,4.61,6.77,1.01,0.0,1.15,0.0,1.53,0.0,1.71,2.15,307,291090,2017,Mexico Liga MX,Mexico
40062,2018-04-08 00:06:00,León,Morelia,2,3,A,0,2,A,2.08,3.78,3.57,1.01,0.0,1.17,0.0,1.57,0.0,1.59,2.4,307,291091,2017,Mexico Liga MX,Mexico
102028,2018-04-08 02:00:00,Necaxa,América,1,1,D,0,0,D,2.58,3.18,3.1,1.06,0.0,1.39,0.0,2.2,0.0,2.0,1.83,307,291092,2017,Mexico Liga MX,Mexico
102029,2018-04-08 02:06:00,Guadalajara,Veracruz,0,1,A,0,1,A,1.78,3.68,5.23,1.05,0.0,1.33,0.0,2.0,0.0,2.0,1.83,307,291093,2017,Mexico Liga MX,Mexico
40065,2018-04-08 17:00:00,Toluca,Tigres UANL,1,0,H,0,0,D,2.46,3.24,3.22,1.07,0.0,1.41,0.0,2.25,0.0,2.0,1.8,307,291094,2017,Mexico Liga MX,Mexico
102031,2018-04-08 23:00:00,Santos Laguna,Querétaro,3,0,H,0,0,D,1.69,3.92,5.54,1.03,0.0,1.23,0.0,1.74,0.0,1.8,2.0,307,291095,2017,Mexico Liga MX,Mexico
40068,2018-04-14 02:00:00,Tijuana,Guadalajara,3,0,H,2,0,H,1.82,3.58,5.1,1.05,0.0,1.33,0.0,2.05,0.0,2.2,1.67,307,291097,2017,Mexico Liga MX,Mexico
40069,2018-04-14 02:00:00,Atlas,Querétaro,1,0,H,0,0,D,2.52,3.29,3.08,1.06,0.0,1.36,0.0,2.1,0.0,1.95,1.87,307,291098,2017,Mexico Liga MX,Mexico
40070,2018-04-14 22:00:00,Lobos BUAP,Necaxa,0,1,A,0,0,D,2.7,3.33,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,291099,2017,Mexico Liga MX,Mexico
102036,2018-04-15 00:00:00,Tigres UANL,Cruz Azul,2,2,D,0,1,A,1.83,3.58,4.99,1.05,0.0,1.33,0.0,2.05,0.0,2.0,1.8,307,291100,2017,Mexico Liga MX,Mexico
40072,2018-04-15 00:06:00,Pachuca,Santos Laguna,3,1,H,2,1,H,2.36,3.54,3.14,1.01,0.0,1.18,0.0,1.61,0.0,1.57,2.4,307,291101,2017,Mexico Liga MX,Mexico
40067,2018-04-15 01:30:00,Morelia,Toluca,0,1,A,0,0,D,2.73,3.47,2.7,1.04,0.0,1.3,0.0,1.95,0.0,1.83,2.0,307,291096,2017,Mexico Liga MX,Mexico
102038,2018-04-15 02:00:00,América,Monterrey,0,0,D,0,0,D,2.52,3.42,2.97,1.04,0.0,1.3,0.0,1.95,0.0,1.83,2.0,307,291102,2017,Mexico Liga MX,Mexico
40074,2018-04-15 17:00:00,Pumas UNAM,Puebla,4,2,H,1,1,D,2.23,3.41,3.53,1.04,0.0,1.31,0.0,1.95,0.0,1.87,1.95,307,291103,2017,Mexico Liga MX,Mexico
40075,2018-04-15 23:00:00,Veracruz,León,1,2,A,0,1,A,2.6,3.45,2.85,1.03,0.0,1.23,0.0,1.74,0.0,1.67,2.2,307,291104,2017,Mexico Liga MX,Mexico
102041,2018-04-21 00:00:00,Puebla,América,3,1,H,1,0,H,3.44,3.39,2.28,1.05,0.0,1.32,0.0,2.0,0.0,1.87,1.95,307,291105,2017,Mexico Liga MX,Mexico
102042,2018-04-21 02:00:00,Atlas,Guadalajara,1,0,H,1,0,H,2.19,3.39,3.65,1.05,0.0,1.32,0.0,2.0,0.0,1.91,1.91,307,291106,2017,Mexico Liga MX,Mexico
102044,2018-04-21 22:00:00,Querétaro,Pachuca,0,0,D,0,0,D,2.9,3.46,2.56,1.03,0.0,1.26,0.0,1.83,0.0,1.74,2.1,307,291108,2017,Mexico Liga MX,Mexico
102043,2018-04-21 22:00:00,Cruz Azul,Morelia,2,0,H,2,0,H,1.88,3.68,4.53,1.04,0.0,1.29,0.0,1.91,0.0,1.87,1.95,307,291107,2017,Mexico Liga MX,Mexico
102045,2018-04-22 00:00:00,Monterrey,Lobos BUAP,4,0,H,1,0,H,1.41,5.13,8.21,1.01,0.0,1.15,0.0,1.5,0.0,1.62,2.3,307,291109,2017,Mexico Liga MX,Mexico
102046,2018-04-22 00:06:00,León,Tijuana,1,1,D,0,0,D,2.23,3.63,3.32,1.02,0.0,1.23,0.0,1.74,0.0,1.69,2.2,307,291110,2017,Mexico Liga MX,Mexico
102047,2018-04-22 02:00:00,Necaxa,Tigres UANL,1,1,D,0,1,A,2.9,3.24,2.69,1.06,0.0,1.38,0.0,2.2,0.0,2.0,1.83,307,291111,2017,Mexico Liga MX,Mexico
40083,2018-04-22 17:00:00,Toluca,Veracruz,3,0,H,1,0,H,1.6,4.09,6.5,1.04,0.0,1.27,0.0,1.87,0.0,2.1,1.71,307,291112,2017,Mexico Liga MX,Mexico
40084,2018-04-22 23:00:00,Santos Laguna,Pumas UNAM,1,2,A,0,2,A,1.91,3.88,4.1,1.01,0.0,1.16,0.0,1.56,0.0,1.59,2.4,307,291113,2017,Mexico Liga MX,Mexico
40085,2018-04-28 00:00:00,Morelia,Necaxa,2,2,D,1,1,D,2.54,3.37,2.99,1.03,0.0,1.25,0.0,1.8,0.0,1.71,2.15,307,291114,2017,Mexico Liga MX,Mexico
102051,2018-04-28 02:00:00,Tijuana,Toluca,1,0,H,1,0,H,1.95,3.58,4.28,1.04,0.0,1.31,0.0,1.95,0.0,2.05,1.77,307,291115,2017,Mexico Liga MX,Mexico
40087,2018-04-28 22:00:00,Lobos BUAP,Puebla,0,1,A,0,0,D,3.06,3.66,2.35,1.02,0.0,1.2,0.0,1.67,0.0,1.62,2.3,307,291116,2017,Mexico Liga MX,Mexico
40088,2018-04-29 00:00:00,Tigres UANL,Monterrey,2,2,D,1,1,D,2.36,3.4,3.25,1.05,0.0,1.34,0.0,2.05,0.0,1.91,1.91,307,291117,2017,Mexico Liga MX,Mexico
40089,2018-04-29 00:06:00,Pachuca,Atlas,0,0,D,0,0,D,1.51,4.52,7.11,1.01,0.0,1.18,0.0,1.61,0.0,1.83,2.0,307,291118,2017,Mexico Liga MX,Mexico
