,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
792,2025,2025-05-31,Jeonbuk Motors,Ulsan Hyundai FC,3,1,1,2,H
793,2025,2025-05-31,FC Seoul,Jeju United FC,1,3,0,1,A
794,2025,2025-06-01,Daegu FC,Gwangju FC,1,1,0,1,D
795,2025,2025-06-01,Pohang Steelers,Gangwon FC,2,1,1,1,H
796,2025,2025-06-01,Gimcheon Sangmu FC,Suwon City FC,1,1,0,1,D
797,2025,2025-06-13,Gangwon FC,Jeonbuk Motors,0,3,0,0,A
798,2025,2025-06-13,Gwangju FC,FC Seoul,1,3,0,1,A
799,2025,2025-06-14,Suwon City FC,FC Anyang,1,2,1,0,A
800,2025,2025-06-14,Jeju United FC,Daegu FC,2,1,0,2,H
801,2025,2025-06-14,Gimcheon Sangmu FC,Pohang Steelers,1,0,1,0,H
802,2025,2025-06-17,Daegu FC,Pohang Steelers,1,1,0,1,D
803,2025,2025-06-17,Jeonbuk Motors,Suwon City FC,3,2,0,3,H
804,2025,2025-06-17,FC Seoul,Gangwon FC,1,1,0,1,D
805,2025,2025-06-18,Daejeon Citizen,Gimcheon Sangmu FC,0,0,0,0,D
806,2025,2025-06-18,Jeju United FC,Gwangju FC,0,1,0,0,A
807,2025,2025-06-21,Gangwon FC,Daegu FC,3,0,1,2,H
808,2025,2025-06-21,Jeonbuk Motors,FC Seoul,1,1,1,0,D
809,2025,2025-06-21,Pohang Steelers,Jeju United FC,2,1,0,2,H
810,2025,2025-06-22,Gwangju FC,Daejeon Citizen,2,2,0,2,D
811,2025,2025-06-22,Gimcheon Sangmu FC,FC Anyang,1,0,0,1,H
812,2025,2025-06-27,Daejeon Citizen,Jeju United FC,1,1,0,1,D
813,2025,2025-06-27,Gimcheon Sangmu FC,Jeonbuk Motors,1,2,0,1,A
814,2025,2025-06-28,FC Anyang,Gwangju FC,1,2,1,0,A
815,2025,2025-06-28,Suwon City FC,Gangwon FC,1,2,0,1,A
816,2025,2025-06-29,FC Seoul,Pohang Steelers,4,1,3,1,H
817,2025,2025-07-12,Ulsan Hyundai FC,Daegu FC,2,2,0,2,D
818,2025,2025-07-18,Daegu FC,Gimcheon Sangmu FC,2,3,2,0,A
819,2025,2025-07-18,Suwon City FC,Gwangju FC,2,1,0,2,H
820,2025,2025-07-19,Gangwon FC,Daejeon Citizen,2,2,0,2,D
821,2025,2025-07-19,Jeju United FC,FC Anyang,2,0,0,2,H
822,2025,2025-07-19,Pohang Steelers,Jeonbuk Motors,2,3,2,0,A
823,2025,2025-07-20,FC Seoul,Ulsan Hyundai FC,1,0,1,0,H
824,2025,2025-07-22,FC Anyang,Daegu FC,4,0,2,2,H
825,2025,2025-07-22,Gwangju FC,Gimcheon Sangmu FC,1,1,1,0,D
826,2025,2025-07-22,Pohang Steelers,Suwon City FC,1,5,1,0,A
827,2025,2025-07-23,Jeju United FC,FC Seoul,3,2,1,2,H
828,2025,2025-07-23,Jeonbuk Motors,Gangwon FC,2,0,2,0,H
829,2025,2025-07-23,Ulsan Hyundai FC,Daejeon Citizen,1,2,1,0,A
830,2025,2025-07-26,Suwon City FC,FC Anyang,2,1,2,0,H
831,2025,2025-07-26,Gwangju FC,Jeonbuk Motors,1,2,0,1,A
832,2025,2025-07-26,Gimcheon Sangmu FC,Jeju United FC,3,1,0,3,H
833,2025,2025-07-27,Gangwon FC,Ulsan Hyundai FC,2,2,0,2,D
834,2025,2025-07-27,Daegu FC,Pohang Steelers,0,1,0,0,A
835,2025,2025-07-27,Daejeon Citizen,FC Seoul,0,1,0,0,A
836,2025,2025-08-02,Ulsan Hyundai FC,Suwon City FC,2,3,0,2,A
837,2025,2025-08-08,Jeonbuk Motors,FC Anyang,2,1,1,1,H
838,2025,2025-08-08,FC Seoul,Daegu FC,2,2,2,0,D
839,2025,2025-08-09,Gangwon FC,Gimcheon Sangmu FC,0,0,0,0,D
840,2025,2025-08-09,Ulsan Hyundai FC,Jeju United FC,1,0,0,1,H
841,2025,2025-08-10,Daejeon Citizen,Suwon City FC,3,2,1,2,H
842,2025,2025-08-10,Pohang Steelers,Gwangju FC,1,0,1,0,H
843,2025,2025-08-15,FC Anyang,Pohang Steelers,0,1,0,0,A
844,2025,2025-08-15,Jeju United FC,Gangwon FC,0,0,0,0,D
845,2025,2025-08-16,Jeonbuk Motors,Daegu FC,3,0,1,2,H
846,2025,2025-08-16,Suwon City FC,Ulsan Hyundai FC,4,2,1,3,H
847,2025,2025-08-17,Gwangju FC,Daejeon Citizen,2,0,1,1,H
848,2025,2025-08-17,Gimcheon Sangmu FC,FC Seoul,6,2,3,3,H
849,2025,2025-08-23,Daegu FC,Jeju United FC,2,2,0,2,D
850,2025,2025-08-23,Gimcheon Sangmu FC,Suwon City FC,3,2,2,1,H
851,2025,2025-08-23,Gwangju FC,Gangwon FC,0,1,0,0,A
852,2025,2025-08-24,FC Anyang,Daejeon Citizen,3,2,1,2,H
853,2025,2025-08-24,Pohang Steelers,Jeonbuk Motors,3,1,3,0,H
854,2025,2025-08-24,FC Seoul,Ulsan Hyundai FC,3,2,3,0,H
855,2025,2025-08-30,Daegu FC,Suwon City FC,3,1,0,3,H
856,2025,2025-08-30,Jeju United FC,Gwangju FC,0,1,0,0,A
857,2025,2025-08-30,Ulsan Hyundai FC,Jeonbuk Motors,0,2,0,0,A
858,2025,2025-08-31,Gangwon FC,Pohang Steelers,1,0,1,0,H
859,2025,2025-08-31,Daejeon Citizen,Gimcheon Sangmu FC,2,1,0,2,H
860,2025,2025-08-31,FC Seoul,FC Anyang,1,2,0,1,A
861,2025,2025-09-13,Gangwon FC,FC Seoul,3,2,1,2,H
862,2025,2025-09-13,Jeonbuk Motors,Daejeon Citizen,1,0,0,1,H
863,2025,2025-09-13,Pohang Steelers,Ulsan Hyundai FC,1,1,1,0,D
864,2025,2025-09-14,FC Anyang,Jeju United FC,2,1,1,1,H
865,2025,2025-09-14,Suwon City FC,Gwangju FC,2,4,2,0,A
866,2025,2025-09-14,Gimcheon Sangmu FC,Daegu FC,1,2,0,1,A
867,2025,2025-09-20,Jeonbuk Motors,Gimcheon Sangmu FC,1,2,0,1,A
868,2025,2025-09-20,Daejeon Citizen,Daegu FC,3,2,2,1,H
869,2025,2025-09-21,Suwon City FC,Gangwon FC,1,0,0,1,H
870,2025,2025-09-21,Ulsan Hyundai FC,FC Anyang,0,0,0,0,D
871,2025,2025-09-21,Pohang Steelers,Jeju United FC,1,0,0,1,H
872,2025,2025-09-21,FC Seoul,Gwangju FC,3,0,0,3,H
